-0.396294 - -0.316908   0   2  12   6  10   8   9   3   6   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
-0.316908 - -0.237523   0   8  21  15   9   6  12   6   6   2   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
-0.237523 - -0.158137   0   0  29  13  19  10  21  24  13   5   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
-0.158137 - -0.078752   0  10  15  22  39  18  32  45  28  12   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
-0.078752 - +0.000634   1   0   4  19  34  43  12  32  37  48 177 177 177 177 177 177 177 177 177 177 177 177 177 177 177 177
+0.000634 - +0.080019   0   7   7  20  22  35  17  14  33  46   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+0.080019 - +0.159405   0   5  16  13  24  17   9  16  34  41   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+0.159405 - +0.238790   0   3  18   7  20  13   6  11  12  14   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+0.238790 - +0.318176   0   6  15  14   8   6   6  20   6   8   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+0.318176 - +0.397561   0   4  17  15   8   8   4   4   3   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+0.397561 - +0.476947   0   3  12   8   5   6   2   1   0   2   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+0.476947 - +0.556332   0   5  10   6   8   6   1   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+0.556332 - +0.635718   0   5   4   5   5   8   3   1   2   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+0.635718 - +0.715103   0   3   8   6   3   5   1   1   2   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+0.715103 - +0.794489   0   5   1   2   1   3   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+0.794489 - +0.873874   0   1   0   1   4   1   3   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+0.873874 - +0.953260   0   4   0   6   1   0   2   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+0.953260 - +1.032645   0   5   0   7   2   0   3   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+1.032645 - +1.112031   0   1   0   1   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+1.112031 - +1.191416   0   6   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+1.191416 - +1.270802   0   3   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+1.270802 - +1.350187   0   2   0   2   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+1.350187 - +1.429573   0   4   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+1.429573 - +1.508958   0   3   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+1.508958 - +1.588344   0   4   0   0   0   2   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+1.588344 - +1.667729   0   2   0   0   0   0   2   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+1.667729 - +1.747115   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+1.747115 - +1.826500   0   5   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+1.826500 - +1.905886   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+1.905886 - +1.985271   0   2   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+1.985271 - +2.064657   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+2.064657 - +2.144042   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+2.144042 - +2.223428   0   2   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+2.223428 - +2.302813   0   2   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+2.302813 - +2.382199   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+2.382199 - +2.461584   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+2.461584 - +2.540970   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+2.540970 - +2.620355   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+2.620355 - +2.699741   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+2.699741 - +2.779126   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+2.779126 - +2.858512   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+2.858512 - +2.937897   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+2.937897 - +3.017283   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+3.017283 - +3.096668   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+3.096668 - +3.176054   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+3.176054 - +3.255439   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+3.255439 - +3.334825   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+3.334825 - +3.414210   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+3.414210 - +3.493596   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+3.493596 - +3.572981   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+3.572981 - +3.652367   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+3.652367 - +3.731752   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+3.731752 - +3.811138   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+3.811138 - +3.890523   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
