-2.345597 - -2.242058   0   2   0   0   6   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
-2.242058 - -2.138520   0   1   0   0   2   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
-2.138520 - -2.034981   0   3   0   8   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
-2.034981 - -1.931443   0   2   0   8   3   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
-1.931443 - -1.827905   0   4   0   8   0   3   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
-1.827905 - -1.724366   0   6   0   8   2   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
-1.724366 - -1.620828   0  10   0   4   2   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
-1.620828 - -1.517289   0  13   0   3   1   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
-1.517289 - -1.413751   0   8   0   5   2   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
-1.413751 - -1.310212   0   8   0   4   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
-1.310212 - -1.206674   0   6   0   3   4   0   2   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
-1.206674 - -1.103135   0   7   0   5   1   2   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
-1.103135 - -0.999597   0   7   0   2   0   0   2   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
-0.999597 - -0.896058 213   6   0   4   0   2   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
-0.896058 - -0.792520   0   6   0   3   2   2   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
-0.792520 - -0.688981   0   8   0   3   0   1   4   0   2   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
-0.688981 - -0.585443   0   9   2   6   2   5   1   4   2   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
-0.585443 - -0.481904   0   3  14   7   0   3   3   3   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
-0.481904 - -0.378366   0  12   9   9   4   3   0  12   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
-0.378366 - -0.274827   0   3  13   9   2  11  16   9   6   2   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
-0.274827 - -0.171289   0  15  15  17   2  13  11  16   9   7   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
-0.171289 - -0.067751   0   5  25  30   9  31  22  29  39  36   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
-0.067751 - +0.035788   0   1  26  21   8  44  38  37  61  85 184 184 184 184 184 184 184 184 184 184 184 184 184 184 184 184
+0.035788 - +0.139326   0   4  14  21  24  30  29  44  56  48   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+0.139326 - +0.242865   0   3   7  12  26  17  21  32  11   7   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+0.242865 - +0.346403   0   0   7   8  29  11  13  14   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+0.346403 - +0.449942   0   4   6   7  41  11  14   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+0.449942 - +0.553480   0   1   4   4  26   4  11   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+0.553480 - +0.657019   0   4   4   6   4   4   5   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+0.657019 - +0.760557   0   2   4   3   0   0   3   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+0.760557 - +0.864096   0   2   4   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+0.864096 - +0.967634   0   0   1   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+0.967634 - +1.071173   0   2   6   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+1.071173 - +1.174711   0   1   3   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+1.174711 - +1.278250   0   1   3   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+1.278250 - +1.381788   0   0   3   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+1.381788 - +1.485327   0   0   2   0   0   0   2   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+1.485327 - +1.588865   0   1   3   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+1.588865 - +1.692404   0   0   2   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+1.692404 - +1.795942   0   3   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+1.795942 - +1.899480   0   0   2   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+1.899480 - +2.003019   0   0   3   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+2.003019 - +2.106557   0   0   2   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+2.106557 - +2.210096   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+2.210096 - +2.313634   0   0   2   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+2.313634 - +2.417173   0   0   4   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+2.417173 - +2.520711   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+2.520711 - +2.624250   0   0   4   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+2.624250 - +2.727788   0   4   2   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+2.727788 - +2.831327   0   0   2   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+2.831327 - +2.934865   0   0   5   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+2.934865 - +3.038404   0   0   2   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+3.038404 - +3.141942   0   0   3   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+3.141942 - +3.245481   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+3.245481 - +3.349019   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+3.349019 - +3.452558   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+3.452558 - +3.556096   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+3.556096 - +3.659634   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+3.659634 - +3.763173   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+3.763173 - +3.866711   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+3.866711 - +3.970250   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+3.970250 - +4.073788   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+4.073788 - +4.177327   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+4.177327 - +4.280865   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+4.280865 - +4.384404   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+4.384404 - +4.487942   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+4.487942 - +4.591481   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+4.591481 - +4.695019   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+4.695019 - +4.798558   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+4.798558 - +4.902096   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+4.902096 - +5.005635   0   3   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+5.005635 - +5.109173   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+5.109173 - +5.212712   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+5.212712 - +5.316250   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+5.316250 - +5.419788   0   2   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+5.419788 - +5.523327   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+5.523327 - +5.626865   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
+5.626865 - +5.730404   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
