-4.623443 - -4.519905   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
-4.519905 - -4.416366   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
-4.416366 - -4.312828   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
-4.312828 - -4.209289   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
-4.209289 - -4.105751   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
-4.105751 - -4.002212   0   0   0   0   0  13   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
-4.002212 - -3.898674   0   0   0   0   0   2   2   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
-3.898674 - -3.795135   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
-3.795135 - -3.691597   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
-3.691597 - -3.588059   0   0   0   0   0   4   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
-3.588059 - -3.484520   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
-3.484520 - -3.380982   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
-3.380982 - -3.277443   0   0   0   0   6   4   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
-3.277443 - -3.173905   0   0   0   0   6   3   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
-3.173905 - -3.070366   0   0   0   0   7   4   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
-3.070366 - -2.966828   0   0   0   0   2   8   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
-2.966828 - -2.863289   0   0   0   0   4   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
-2.863289 - -2.759751   0   0   0   0   4   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
-2.759751 - -2.656212   0   0   0   0   3   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
-2.656212 - -2.552674   0   0   0   0   4   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
-2.552674 - -2.449135   0   0   0   0   4   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
-2.449135 - -2.345597   0   0   0   0   4   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
